machine_id,n_points,duration_s,duration_days,avg_interval_s,cpu_mean,cpu_std,cpu_cv,cpu_p5,cpu_p25,cpu_p50,cpu_p75,cpu_p95,cpu_p99,mem_mean,mem_std,net_in_mean,net_out_mean,disk_mean,mkpi_mean,pct_idle,pct_low,pct_mid,pct_high,burstiness,spike_count,trend_per_hour,max_gap_hours,n_long_gaps,profile
m_936,60245,691190,8.0,103,41.25,12.32,0.299,24,32,40,49,63,75,91.78,3.49,38.21,29.24,8.73,0.63,0.0,18.2,79.8,1.9,1.58,3,0.0075,5.7,63,stable_mid
m_937,60400,688790,7.97,103,45.92,11.34,0.247,29,37,45,54,65,73,91.92,3.13,44.46,37.93,10.88,0.84,0.0,5.4,92.4,2.1,1.44,2,-0.0008,5.6,64,stable_mid
m_938,62081,691190,8.0,100,33.65,12.97,0.385,17,24,32,42,57,72,89.18,5.58,40.51,29.18,6.18,0.43,0.0,43.7,55.0,1.3,1.78,9,0.0019,5.6,36,stable_mid
m_939,59501,686050,7.94,104,43.44,15.73,0.362,24,32,41,52,76,90,89.42,4.53,49.6,40.11,8.08,0.63,0.0,18.4,74.9,6.8,1.85,25,0.0668,5.7,74,stable_mid
m_940,60764,691190,8.0,102,43.78,12.95,0.296,26,34,42,52,66,85,91.83,3.25,44.68,38.04,9.07,0.79,0.0,12.2,84.1,3.7,1.57,0,0.0384,5.8,54,stable_mid
m_941,59616,690670,7.99,104,39.5,11.7,0.296,23,31,38,47,60,72,90.88,4.06,45.41,45.47,6.35,0.8,0.0,21.7,77.0,1.3,1.58,3,0.0217,5.4,96,stable_mid
m_942,60758,686390,7.94,102,41.85,14.7,0.351,23,31,39,50,69,91,88.51,5.27,49.76,39.37,7.77,0.48,0.0,20.3,74.8,4.9,1.77,65,0.0412,5.4,55,stable_mid
m_943,61754,691190,8.0,101,45.51,13.19,0.29,28,36,43,53,71,84,90.91,4.61,44.41,37.22,7.88,0.73,0.0,7.2,87.4,5.4,1.65,1,0.0563,8.1,36,stable_mid
m_944,61598,691190,8.0,101,43.29,13.53,0.312,25,33,41,52,68,79,90.41,4.59,45.88,40.13,9.5,0.9,0.0,14.9,80.8,4.3,1.66,208,0.0151,5.7,45,stable_mid
m_945,60712,691190,8.0,102,45.31,12.06,0.266,28,36,44,53,67,77,90.24,4.14,45.32,35.5,9.02,0.69,0.0,7.8,88.8,3.3,1.52,29,0.0031,5.5,72,stable_mid
m_946,62536,691190,8.0,99,4.93,0.99,0.201,3,4,5,5,7,8,80.32,0.71,22.69,18.68,1.44,0.04,33.2,66.8,0.0,0.0,1.4,0,0.0039,5.7,30,idle_pure
m_947,61773,688790,7.97,100,46.24,13.37,0.289,28,37,45,54,73,83,90.53,5.09,46.0,38.35,8.74,0.51,0.0,8.2,85.4,6.3,1.62,80,0.0371,5.5,54,stable_mid
m_948,62437,689410,7.98,99,45.04,15.51,0.344,25,33,42,54,75,88,89.25,4.84,44.84,36.62,14.44,0.6,0.0,15.0,77.5,7.5,1.79,22,0.0291,5.8,29,stable_mid
m_949,62395,690420,7.99,100,40.9,12.29,0.301,24,32,39,49,63,77,91.29,3.57,36.66,26.44,6.95,0.51,0.0,18.2,79.4,2.4,1.62,10,0.0464,5.6,57,stable_mid
m_950,59748,669300,7.75,101,7.25,15.36,2.118,0,0,0,0,41,59,17.64,32.16,0.23,0.18,0.66,0.0,79.4,7.3,12.8,0.6,41.0,5,0.193,8.4,31,bursty
m_951,62018,691190,8.0,100,42.71,12.57,0.294,25,33,41,51,65,78,88.82,6.84,50.32,41.31,8.36,0.64,0.0,14.2,82.9,2.9,1.59,50,-0.0124,5.4,54,stable_mid
m_952,62129,691190,8.0,100,38.73,12.48,0.322,22,29,37,47,61,75,91.98,3.38,37.8,28.43,6.45,0.95,0.0,26.0,72.2,1.8,1.65,13,0.0406,5.5,54,stable_mid
m_953,61288,691190,8.0,101,40.58,12.38,0.305,24,31,39,48,63,77,91.71,3.28,44.79,33.99,8.32,0.59,0.0,19.4,78.5,2.1,1.62,22,0.0114,6.2,38,stable_mid
m_954,62176,691190,8.0,100,37.34,13.6,0.364,19,27,35,46,62,77,91.16,3.68,45.04,33.97,6.74,0.47,0.0,33.1,64.7,2.2,1.77,58,-0.0001,5.6,28,stable_mid
m_955,60474,686050,7.94,102,41.29,12.38,0.3,24,32,40,50,64,75,91.46,3.58,44.53,35.67,8.08,0.44,0.0,18.5,79.5,2.1,1.6,3,0.013,5.6,72,stable_mid
m_956,61802,691190,8.0,101,40.46,12.43,0.307,23,31,39,49,63,74,91.99,3.11,45.56,37.21,7.91,0.74,0.0,20.5,77.8,1.7,1.62,24,0.019,6.4,62,stable_mid
m_957,61884,691190,8.0,101,3.78,0.72,0.191,3,3,4,4,5,6,93.65,0.48,21.37,16.68,1.04,0.03,87.8,12.2,0.0,0.0,1.25,0,0.003,5.6,63,idle_pure
m_958,62221,691190,8.0,100,3.8,0.78,0.205,3,3,4,4,5,6,91.13,0.67,21.01,16.62,1.05,0.03,84.9,15.1,0.0,0.0,1.25,0,0.0039,5.8,54,idle_pure
m_959,62176,691190,8.0,100,45.64,12.81,0.281,28,36,44,54,70,81,91.38,3.65,41.82,35.08,70.21,0.53,0.0,6.8,87.8,5.4,1.59,187,0.0097,6.5,27,stable_mid
m_960,60811,691190,8.0,102,40.42,16.58,0.41,21,28,37,49,72,93,90.16,4.17,50.07,40.25,6.73,0.47,0.0,29.4,65.0,5.6,1.95,16,0.0674,5.6,63,stable_mid
m_961,62413,691190,8.0,100,45.61,11.9,0.261,28,36,45,54,66,76,90.97,3.57,46.94,41.08,10.4,0.76,0.0,7.1,90.0,2.9,1.47,27,0.0033,5.7,63,stable_mid
m_962,60854,691190,8.0,102,39.59,12.97,0.328,22,30,38,48,63,77,91.43,3.74,44.08,34.92,9.02,0.7,0.0,24.4,73.2,2.4,1.66,76,0.0189,5.6,65,stable_mid
m_963,62704,691190,8.0,99,40.13,14.77,0.368,21,30,37,48,67,92,90.72,3.92,46.45,35.23,8.07,0.53,0.0,24.5,71.3,4.2,1.81,94,0.0392,5.6,45,stable_mid
m_964,59597,691190,8.0,104,50.16,10.52,0.21,33,42,50,58,67,75,91.57,3.11,49.8,45.06,8.94,0.89,0.0,1.3,95.7,3.0,1.34,1,0.0123,5.6,71,stable_high
m_965,59901,691190,8.0,104,38.41,12.24,0.319,21,29,37,46,60,75,91.46,3.59,38.52,29.1,6.34,0.59,0.0,25.0,73.3,1.6,1.62,34,0.02,5.6,72,stable_mid
m_966,61658,691190,8.0,101,44.64,12.72,0.285,27,35,43,53,67,79,90.37,4.44,49.97,40.69,8.32,0.58,0.0,10.2,86.2,3.5,1.56,33,0.001,5.7,63,stable_mid
m_967,62537,686400,7.94,99,46.81,12.34,0.264,28,37,46,56,67,78,90.9,3.72,47.75,41.13,8.93,0.43,0.0,6.8,89.7,3.5,1.46,68,-0.0143,6.5,36,stable_mid
m_968,59692,691190,8.0,104,46.53,11.79,0.253,29,38,45,54,67,77,91.32,3.41,45.72,37.23,11.93,0.46,0.0,5.7,90.9,3.4,1.49,48,-0.002,5.6,81,stable_mid
m_969,60763,691190,8.0,102,44.68,11.53,0.258,28,36,43,52,65,76,90.45,3.98,47.14,37.54,7.64,0.72,0.0,7.3,90.3,2.4,1.51,28,-0.0134,5.6,87,stable_mid
m_970,59554,691070,8.0,104,49.09,10.11,0.206,33,41,49,56,66,73,90.91,3.71,40.57,32.73,10.65,0.61,0.0,1.5,96.0,2.4,1.35,0,0.0153,5.7,90,stable_mid
m_971,61327,687960,7.96,101,42.09,12.17,0.289,25,33,40,50,64,78,90.71,3.99,40.35,31.7,10.04,0.77,0.0,14.5,82.8,2.7,1.6,96,0.0166,5.7,54,stable_mid
m_972,60730,690680,7.99,102,42.87,14.93,0.348,24,32,40,51,72,88,92.15,2.81,43.13,36.18,9.35,0.36,0.0,18.7,75.7,5.6,1.8,5,0.0342,6.0,45,stable_mid
m_973,61080,687840,7.96,101,39.06,12.32,0.315,22,30,37,47,61,74,91.04,4.16,43.66,34.05,6.71,0.61,0.0,24.8,73.6,1.6,1.65,22,0.0222,7.5,60,stable_mid
m_974,63747,691190,8.0,98,33.01,12.86,0.389,16,24,31,40,57,73,90.64,3.84,41.12,30.12,5.13,0.41,0.0,44.8,53.8,1.4,1.84,6,-0.0046,5.6,18,stable_mid
m_975,61677,691070,8.0,101,42.13,12.93,0.307,25,33,40,49,65,89,90.94,3.86,47.05,37.65,8.12,0.63,0.0,14.8,81.9,3.3,1.62,2,0.0389,5.6,40,stable_mid
m_976,61071,691190,8.0,102,39.79,13.82,0.347,22,30,38,47,64,90,91.76,3.46,43.21,34.65,11.04,0.53,0.0,23.5,73.1,3.4,1.68,30,0.0586,5.7,45,stable_mid
m_977,62296,690520,7.99,100,39.91,14.14,0.354,16,31,39,49,64,76,91.17,3.57,34.69,24.91,26.01,0.58,0.1,21.5,75.9,2.5,1.64,0,0.1377,5.6,46,stable_mid
m_978,61446,690660,7.99,101,30.44,12.31,0.404,14,21,29,38,53,67,88.97,5.63,41.1,29.38,4.65,0.44,0.0,52.8,46.5,0.7,1.83,1,0.0255,5.7,45,stable_mid
m_979,61113,691190,8.0,102,44.77,13.25,0.296,27,35,42,53,70,82,91.79,3.34,46.92,43.69,8.39,0.64,0.0,8.9,85.9,5.3,1.67,39,0.0522,5.7,62,stable_mid
m_980,60899,688000,7.96,102,35.45,12.11,0.341,18,27,34,42,57,75,91.87,3.17,46.07,36.94,7.03,0.92,0.0,33.7,64.7,1.5,1.68,66,0.0098,5.6,54,stable_mid
m_981,61908,691190,8.0,100,43.1,11.98,0.278,26,34,42,51,65,77,89.13,4.81,41.91,35.35,9.08,0.87,0.0,11.5,85.9,2.6,1.55,9,0.0386,5.6,36,stable_mid
m_982,61694,691190,8.0,101,13.06,3.04,0.233,8,10,14,15,17,19,68.96,2.13,9.31,12.62,3.84,0.97,0.0,100.0,0.0,0.0,1.21,0,0.0084,5.6,63,stable_low
m_983,63138,691180,8.0,99,56.91,10.64,0.187,38,49,58,64,74,80,91.18,3.38,48.47,43.94,11.44,0.48,0.0,0.3,89.8,9.9,1.28,16,0.0488,5.6,45,stable_high
m_984,61158,691190,8.0,102,40.55,11.33,0.279,25,32,39,48,61,71,90.59,3.48,28.83,26.15,9.74,0.91,0.0,15.7,83.1,1.2,1.56,3,0.0001,5.7,71,stable_mid
m_985,61599,691190,8.0,101,29.48,13.92,0.472,11,19,27,38,55,72,88.48,5.38,44.91,30.5,9.58,0.55,0.0,56.5,42.2,1.3,2.04,32,0.0091,5.6,45,stable_mid
m_1000,62403,687470,7.96,99,49.25,10.33,0.21,33,42,49,57,66,74,89.55,5.53,44.33,38.73,10.42,0.97,0.0,1.7,95.7,2.6,1.35,0,0.0035,5.9,37,stable_mid
m_1001,62000,691070,8.0,100,56.28,8.75,0.155,42,50,56,63,71,74,91.04,3.61,78.23,75.88,19.37,0.64,0.0,0.0,93.0,6.9,1.27,0,0.0318,7.9,45,stable_high
m_1002,62796,691190,8.0,99,40.38,13.13,0.325,22,30,39,49,64,80,89.03,5.81,44.56,32.61,8.32,0.53,0.0,22.2,75.1,2.8,1.64,93,0.0247,5.8,30,stable_mid
m_1003,61042,691190,8.0,100,44.25,11.29,0.255,28,36,43,52,64,73,92.04,3.29,43.51,36.76,9.61,0.65,0.0,8.4,89.8,1.8,1.49,0,0.0125,5.7,47,stable_mid
m_1004,59465,679800,7.87,103,42.71,13.36,0.313,24,33,41,51,67,79,91.44,3.56,42.25,31.19,6.85,0.63,0.0,15.4,80.6,3.9,1.63,118,-0.0155,5.6,65,stable_mid
m_1005,61278,691190,8.0,101,45.39,11.55,0.254,29,36,44,54,65,76,91.39,3.52,53.39,41.04,7.38,0.57,0.0,6.6,91.1,2.3,1.48,22,-0.0094,5.7,55,stable_mid
m_1006,61261,691190,8.0,102,52.72,9.62,0.183,38,46,53,60,69,75,90.39,3.93,49.76,43.76,14.67,0.75,0.0,0.5,95.5,4.0,1.3,0,-0.0118,6.9,71,stable_high
m_1007,60882,691190,8.0,102,41.59,12.4,0.298,24,32,40,50,64,77,91.6,3.47,37.2,30.89,7.58,0.75,0.0,17.0,80.6,2.4,1.6,30,0.015,5.7,63,stable_mid
m_1008,59125,691190,8.0,105,48.91,13.01,0.266,28,40,48,58,71,77,91.31,3.93,18.43,13.71,6.48,0.41,0.0,6.7,86.9,6.4,1.48,29,0.0134,5.6,98,stable_mid
m_1009,62567,676660,7.83,97,37.92,12.79,0.337,21,28,36,46,61,79,90.65,4.18,44.28,33.93,7.69,0.69,0.0,29.0,69.0,2.0,1.69,28,0.007,5.6,27,stable_mid
m_1010,59834,691190,8.0,104,47.74,10.5,0.22,32,40,47,55,66,75,90.4,4.19,49.84,43.52,10.23,0.71,0.0,2.3,95.0,2.7,1.4,1,0.0168,5.6,72,stable_mid
m_1011,62608,691190,8.0,99,47.18,10.93,0.232,31,39,47,55,66,76,90.63,3.95,46.84,39.6,11.22,0.33,0.0,3.5,94.1,2.4,1.4,0,0.0042,5.7,38,stable_mid
m_1012,60624,691190,8.0,103,34.87,14.87,0.426,16,24,33,42,60,92,90.59,3.98,37.64,25.88,3.34,0.56,0.0,40.8,56.3,2.9,1.82,26,0.0405,6.5,90,stable_mid
m_1013,62558,688520,7.97,99,31.22,12.71,0.407,14,22,29,38,55,72,91.37,3.61,40.87,31.18,5.77,0.34,0.0,50.9,47.9,1.2,1.9,86,0.0033,5.5,54,stable_mid
m_1014,61227,691190,8.0,102,34.92,12.95,0.371,17,25,33,43,58,73,87.82,8.66,35.41,24.34,6.32,0.32,0.1,38.4,60.1,1.4,1.76,8,0.0611,5.6,55,stable_mid
m_1015,60159,691180,8.0,103,36.28,13.14,0.362,19,26,34,44,61,76,90.42,4.19,44.69,34.35,7.44,0.62,0.0,35.9,62.3,1.8,1.79,48,0.0489,5.9,56,stable_mid
m_1016,61291,685820,7.94,101,48.69,11.36,0.233,32,40,48,57,68,76,89.26,5.62,53.32,47.42,9.47,0.88,0.0,2.5,93.8,3.7,1.42,7,0.0028,7.9,55,stable_mid
m_1017,60480,691190,8.0,103,45.04,10.74,0.239,29,37,44,52,64,74,91.72,3.24,46.77,40.71,3.74,0.43,0.0,5.5,92.6,1.9,1.45,23,0.0052,5.7,63,stable_mid
m_1018,62516,689980,7.99,99,40.41,12.9,0.319,24,31,38,48,65,79,89.97,4.67,46.45,37.58,3.63,0.32,0.0,19.7,77.0,3.3,1.71,70,0.0001,5.7,27,stable_mid
m_1019,60673,691190,8.0,103,35.57,11.97,0.337,20,27,34,43,57,72,91.31,4.44,44.49,35.19,7.08,0.8,0.0,35.5,63.3,1.2,1.68,10,0.0006,5.7,63,stable_mid
m_1020,63206,691190,8.0,98,38.97,16.05,0.412,20,28,36,46,72,92,89.34,5.01,45.38,35.06,6.94,0.59,0.0,31.1,63.4,5.5,2.0,46,0.0558,7.2,30,stable_mid
m_1021,61342,691190,8.0,101,43.28,14.06,0.325,25,33,41,51,70,88,88.88,5.29,31.19,23.35,7.35,0.57,0.0,15.1,79.9,5.0,1.71,19,0.0354,5.4,54,stable_mid
m_1022,63358,691190,8.0,98,42.75,12.86,0.301,24,33,42,51,66,75,91.31,3.97,40.84,33.35,8.08,0.67,0.0,16.1,81.1,2.8,1.57,1,0.011,5.6,18,stable_mid
m_1023,60525,691180,8.0,103,46.05,11.01,0.239,30,37,45,54,64,74,91.56,3.3,47.14,44.1,7.95,0.86,0.0,4.8,93.3,1.9,1.42,1,-0.0001,5.5,60,stable_mid
m_1024,60256,691180,8.0,103,46.93,12.87,0.274,29,37,45,55,70,83,86.15,6.56,40.89,31.25,10.19,0.6,0.0,5.6,89.2,5.2,1.56,12,0.018,5.9,64,stable_mid
m_1025,59667,691190,8.0,104,44.12,11.14,0.252,29,36,43,51,64,77,91.39,3.32,42.66,34.76,7.67,0.62,0.0,6.4,91.2,2.4,1.49,38,0.0344,5.8,83,stable_mid
m_1026,62932,688080,7.96,98,54.69,12.38,0.226,32,47,56,64,73,75,90.8,3.7,46.03,33.65,6.35,0.47,0.0,3.2,83.7,13.1,1.3,5,-0.0146,5.7,38,stable_high
m_1027,61715,691190,8.0,101,38.71,12.08,0.312,22,30,37,46,61,76,91.4,3.62,42.15,32.5,7.81,0.38,0.0,24.1,74.2,1.7,1.65,7,-0.0057,5.6,46,stable_mid
m_1028,61012,691190,8.0,102,37.07,12.89,0.348,20,27,35,45,61,76,90.95,3.93,42.31,32.83,8.5,0.5,0.0,32.5,65.5,1.9,1.74,31,0.0166,5.8,45,stable_mid
m_1029,61560,685840,7.94,100,42.41,14.87,0.351,23,32,40,50,72,89,91.31,3.48,31.77,26.0,6.91,0.75,0.0,17.8,76.6,5.6,1.8,166,0.0601,6.2,36,stable_mid
m_986,61237,691190,8.0,102,46.54,11.86,0.255,30,37,45,55,67,77,91.42,3.53,45.42,37.31,8.27,1.04,0.0,5.0,91.9,3.1,1.49,36,0.0044,5.7,62,stable_mid
m_987,61524,691180,8.0,101,45.0,10.68,0.237,30,37,44,52,64,75,91.49,3.2,45.02,38.82,8.41,0.79,0.0,4.8,93.4,1.9,1.45,1,0.0378,6.6,45,stable_mid
m_988,62250,687910,7.96,99,39.59,12.61,0.318,23,30,38,47,63,78,89.49,5.56,48.86,39.72,8.21,0.64,0.0,23.1,74.5,2.3,1.66,73,0.0169,5.7,33,stable_mid
m_989,61119,689410,7.98,102,39.74,11.92,0.3,23,31,38,47,61,74,91.38,3.47,44.03,35.22,7.68,0.57,0.0,20.9,77.7,1.5,1.61,3,-0.0054,5.6,66,stable_mid
m_990,61678,682510,7.9,100,4.62,1.03,0.223,3,4,5,5,6,7,86.31,0.94,17.88,12.98,1.06,0.97,41.8,58.2,0.0,0.0,1.2,0,0.0038,7.0,39,idle_pure
m_991,63115,689410,7.98,98,30.94,13.04,0.421,14,21,28,39,55,70,90.39,3.68,34.59,24.26,4.87,0.61,0.0,53.4,45.6,1.1,1.96,0,0.0152,6.5,37,stable_mid
m_992,62317,691070,8.0,100,43.18,12.51,0.29,26,34,41,51,66,77,90.84,3.74,39.26,30.67,10.35,0.88,0.0,12.2,84.6,3.2,1.61,108,0.0274,5.5,48,stable_mid
m_993,59529,679150,7.86,103,38.22,12.17,0.318,22,29,36,46,60,75,91.43,3.76,48.71,38.69,7.14,0.43,0.0,26.8,71.6,1.7,1.67,61,-0.0069,5.5,82,stable_mid
m_994,62022,691190,8.0,100,45.2,11.8,0.261,28,36,44,53,66,76,90.38,3.97,53.19,41.64,8.59,0.71,0.0,7.0,90.0,3.0,1.5,12,0.0009,6.4,63,stable_mid
m_995,63234,682620,7.9,97,40.88,13.47,0.329,24,31,39,48,65,91,91.09,3.8,28.93,20.01,7.57,0.36,0.0,19.7,76.8,3.5,1.67,48,0.045,5.6,27,stable_mid
m_996,63010,691190,8.0,99,30.68,12.51,0.408,14,21,29,38,53,68,89.75,4.42,39.72,29.02,4.83,0.6,0.0,51.8,47.2,0.9,1.83,11,0.0065,5.5,22,stable_mid
m_997,60761,691190,8.0,102,45.13,12.24,0.271,26,36,44,54,66,74,91.3,3.78,46.43,40.45,11.13,0.9,0.0,10.5,87.3,2.2,1.5,7,0.025,5.6,74,stable_mid
m_998,62201,691190,8.0,100,30.42,13.25,0.436,13,21,28,38,56,72,89.06,5.59,44.05,32.27,5.98,0.42,0.0,54.4,44.3,1.2,2.0,28,0.0135,9.0,27,stable_mid
m_999,61135,687100,7.95,101,50.47,15.04,0.298,26,39,51,62,74,81,90.5,4.37,58.52,35.61,4.79,0.42,0.0,9.0,79.7,11.3,1.45,266,-0.0023,5.6,42,stable_high
m_1030,63156,691180,8.0,98,39.62,12.83,0.324,22,30,38,48,63,77,91.26,3.44,43.39,35.03,7.5,0.75,0.0,23.9,74.0,2.1,1.66,6,0.0005,5.7,45,stable_mid
m_1031,62322,691190,8.0,100,42.12,11.75,0.279,26,33,41,50,63,76,91.38,3.89,44.95,36.51,6.37,0.63,0.0,13.5,84.4,2.1,1.54,29,0.0161,5.6,50,stable_mid
m_1032,60180,688090,7.96,103,42.56,11.85,0.279,26,33,41,51,64,75,90.71,4.32,49.35,44.69,12.68,0.71,0.0,13.2,84.7,2.1,1.56,3,0.0329,5.5,73,stable_mid
m_1033,62433,685820,7.94,99,46.4,14.26,0.307,28,36,44,55,74,86,89.64,5.05,44.45,36.88,10.13,0.54,0.0,8.4,84.6,7.0,1.68,5,0.0592,5.6,36,stable_mid
m_1034,60904,691190,8.0,102,31.36,12.66,0.404,14,22,30,39,55,69,87.15,6.91,34.99,24.55,3.34,0.62,0.0,49.6,49.5,0.9,1.83,10,-0.0052,5.6,54,stable_mid
m_1035,61448,684710,7.92,100,28.94,13.14,0.454,11,19,27,37,52,68,90.47,4.18,39.64,28.34,5.29,0.52,0.0,57.3,41.7,0.9,1.93,7,0.01,5.6,27,stable_mid
m_1036,61302,691190,8.0,101,45.23,11.37,0.251,29,37,44,52,66,76,91.66,3.5,45.43,37.09,7.46,0.84,0.0,5.8,91.3,2.9,1.5,27,-0.0228,5.6,74,stable_mid
m_1037,62036,691180,8.0,100,37.86,12.91,0.341,20,28,36,46,61,77,91.4,3.62,40.05,30.24,7.42,0.54,0.0,29.3,68.8,1.9,1.69,14,-0.0041,5.6,61,stable_mid
m_1038,62092,687460,7.96,100,37.41,12.39,0.331,21,28,35,45,61,73,90.72,4.91,40.22,28.71,6.5,0.47,0.0,30.4,68.0,1.5,1.74,24,-0.0037,5.6,42,stable_mid
m_1039,62369,689090,7.98,99,37.51,16.06,0.428,18,26,34,45,69,90,88.04,5.42,42.72,31.72,9.98,0.73,0.0,36.0,59.1,4.9,2.03,10,0.0715,5.4,29,stable_mid
m_1041,60806,684610,7.92,101,45.25,11.88,0.262,28,36,44,53,67,75,91.99,3.25,47.99,45.64,12.44,0.79,0.0,7.2,89.9,3.0,1.52,12,0.0131,5.5,61,stable_mid
m_1042,62672,691180,8.0,99,39.0,13.03,0.334,22,29,37,46,62,83,90.97,4.14,45.8,36.52,5.9,0.51,0.0,25.3,72.2,2.6,1.68,218,0.0081,5.6,63,stable_mid
m_1043,63233,691190,8.0,98,47.98,13.32,0.278,29,38,46,57,74,80,91.02,3.8,61.7,55.61,18.01,0.34,0.0,5.2,86.7,8.2,1.61,133,0.0115,6.1,36,stable_mid
m_1044,60920,689990,7.99,102,43.31,14.19,0.328,25,33,41,51,73,86,92.0,3.29,43.44,36.64,8.48,0.61,0.0,14.2,80.2,5.7,1.78,97,0.0837,8.3,60,stable_mid
m_1045,60041,687790,7.96,103,33.78,15.89,0.47,15,22,31,41,61,94,90.07,4.15,41.24,29.27,5.91,0.42,0.0,45.9,50.6,3.5,1.97,14,0.0477,5.7,76,stable_mid
m_1046,61606,691190,8.0,101,41.07,12.18,0.297,24,32,40,49,63,76,91.59,3.13,35.23,28.63,8.87,0.7,0.0,17.5,80.6,1.9,1.58,5,0.0093,5.6,63,stable_mid
m_1047,62666,679830,7.87,98,33.39,13.1,0.392,16,24,31,41,58,72,89.74,4.4,41.04,30.59,5.92,0.55,0.0,45.6,53.3,1.2,1.87,8,-0.011,5.6,28,stable_mid
m_1048,58545,691070,8.0,106,41.42,13.56,0.327,22,31,40,50,66,79,91.71,3.5,42.59,34.01,8.99,0.57,0.0,20.6,76.1,3.4,1.65,229,0.0119,6.3,54,stable_mid
m_1049,60702,683870,7.92,101,31.86,14.87,0.467,14,21,29,39,57,90,89.9,4.32,39.34,28.81,5.29,0.55,0.0,51.1,46.4,2.5,1.97,11,0.0531,5.7,60,stable_mid
m_1050,63687,691190,8.0,98,43.68,12.44,0.285,26,34,42,52,66,79,91.17,3.39,47.58,38.15,7.41,0.59,0.0,12.0,85.0,3.0,1.57,66,0.0058,5.8,37,stable_mid
m_1051,61620,687090,7.95,100,38.92,13.69,0.352,21,29,36,47,65,79,90.39,4.16,42.08,31.73,9.59,0.64,0.0,28.0,69.0,2.9,1.81,19,0.0245,5.7,45,stable_mid
m_1052,62703,682510,7.9,98,45.21,13.34,0.295,27,35,43,53,70,83,90.49,3.95,43.16,35.23,7.63,0.66,0.0,9.1,85.6,5.3,1.63,40,0.0636,5.4,46,stable_mid
m_1053,62111,691130,8.0,100,44.23,12.15,0.275,27,35,43,52,66,77,90.72,4.34,48.66,41.39,11.26,0.87,0.0,10.0,87.3,2.8,1.53,2,-0.0179,5.5,39,stable_mid
m_1054,61460,690420,7.99,101,39.34,18.56,0.472,18,26,35,48,83,93,88.0,5.43,49.3,36.98,8.54,0.44,0.0,36.0,54.9,9.1,2.37,82,-0.0307,5.7,45,stable_mid
m_1055,61373,679140,7.86,100,44.27,12.55,0.284,26,35,43,52,67,78,90.7,4.35,47.14,41.87,3.79,0.37,0.0,10.5,86.3,3.2,1.56,96,-0.0289,5.5,51,stable_mid
m_1056,61935,691190,8.0,100,33.08,12.53,0.379,17,24,31,40,56,72,91.99,3.09,39.3,28.5,5.52,0.54,0.0,44.7,54.1,1.2,1.81,8,-0.0039,5.7,63,stable_mid
m_1057,63104,691190,8.0,99,43.19,14.64,0.339,24,32,41,51,71,88,91.33,3.5,47.22,38.85,7.48,0.58,0.0,16.6,78.1,5.4,1.73,1,0.0389,5.6,54,stable_mid
m_1058,61037,691190,8.0,102,41.58,13.82,0.332,22,31,40,51,67,78,89.31,4.97,43.16,34.38,9.26,1.01,0.0,21.0,75.4,3.5,1.68,12,0.0189,6.1,81,stable_mid
m_1059,61857,691190,8.0,100,43.8,11.94,0.273,27,35,42,52,65,76,90.8,4.3,46.01,33.37,6.8,0.9,0.0,9.4,88.1,2.5,1.55,0,0.0398,5.8,44,stable_mid
m_1060,61843,691190,8.0,101,42.84,12.4,0.29,25,33,41,51,65,78,90.88,4.2,45.29,34.58,7.9,0.65,0.0,13.4,84.1,2.5,1.59,26,0.0053,5.5,54,stable_mid
m_1061,62243,691180,8.0,100,44.47,13.29,0.299,27,35,42,52,69,89,91.01,3.7,47.29,40.78,3.88,0.39,0.0,9.9,85.4,4.6,1.64,23,0.0636,5.4,56,stable_mid
m_1062,61177,691190,8.0,102,41.39,12.87,0.311,24,32,40,49,66,78,89.24,4.89,42.13,30.27,8.29,0.59,0.0,18.6,78.4,3.0,1.65,26,0.0405,5.5,58,stable_mid
m_1063,60234,691190,8.0,103,31.86,13.04,0.409,15,22,29,39,56,74,90.02,4.48,35.54,24.02,4.95,0.36,0.0,50.2,48.3,1.5,1.93,101,0.0092,5.8,72,stable_mid
m_1064,62473,687800,7.96,99,43.56,10.95,0.251,28,35,43,51,63,74,87.87,5.53,48.25,43.83,7.99,0.72,0.0,8.5,89.9,1.6,1.47,0,0.0117,6.6,40,stable_mid
m_1065,58984,683850,7.91,104,46.97,11.75,0.25,30,38,46,55,68,76,91.3,4.17,44.82,39.77,10.31,0.75,0.0,4.6,91.7,3.7,1.48,23,0.0152,5.8,90,stable_mid
m_1066,62797,689990,7.99,99,35.41,14.56,0.411,18,25,33,43,62,90,89.43,4.79,40.36,29.58,11.36,0.54,0.0,40.0,56.8,3.2,1.88,7,0.0548,5.6,63,stable_mid
m_1067,61980,691190,8.0,100,43.2,12.65,0.293,25,34,42,52,65,78,90.67,4.69,44.25,34.91,8.11,0.77,0.0,14.2,83.0,2.8,1.55,113,-0.003,5.6,45,stable_mid
m_1068,60309,691190,8.0,103,32.7,13.21,0.404,15,23,31,40,56,74,90.26,4.05,43.15,32.97,6.86,0.48,0.0,46.1,52.5,1.4,1.81,7,-0.0179,6.2,81,stable_mid
m_1069,62522,691190,8.0,99,43.97,12.4,0.282,26,34,43,52,66,78,91.39,3.62,47.2,39.55,8.06,0.86,0.0,11.6,85.5,2.9,1.53,36,0.019,5.7,36,stable_mid
